Frame,Left Shoulder X,Left Shoulder Y,Left Elbow X,Left Elbow Y,Left Wrist X,Left Wrist Y,Right Shoulder X,Right Shoulder Y,Right Elbow X,Right Elbow Y,Right Wrist X,Right Wrist Y,Left Arm Angle,Right Arm Angle
23.0,1429.6931076049805,780.3450894355774,1552.0177459716797,1123.5972690582275,1484.5911026000977,1696.324896812439,857.6565742492676,732.3341488838196,424.3308162689209,628.1072187423706,878.6098480224609,361.3341414928436,153.6710118451524,43.94770027061366
24.0,1429.6183776855469,780.3663969039917,1551.9454193115234,1125.9616899490356,1480.506248474121,1695.7536506652832,857.0827674865723,731.2670373916626,422.7243232727051,630.7643437385559,875.8748245239258,360.6327974796295,153.36173455398972,43.8279079412298
25.0,1431.3446044921875,780.2143478393555,1553.1975173950195,1133.2187175750732,1479.7938537597656,1704.270715713501,859.6369743347168,729.5821380615234,420.7332515716553,633.8009476661682,874.2477607727051,357.24555373191833,153.63123607950513,43.685600763299036
26.0,1432.6216506958008,780.1999282836914,1559.578628540039,1245.8914518356323,1475.4193496704102,1714.7510290145874,861.9629287719727,728.2869529724121,419.32488441467285,635.1564502716064,872.7261543273926,355.3604221343994,154.57448221464554,43.560588513204806
27.0,1434.5823669433594,781.118016242981,1559.2548751831055,1209.7975015640259,1471.0683059692383,1737.6382112503052,863.7201690673828,727.7808523178101,418.45112800598145,635.9775924682617,873.1644630432129,353.1303799152374,154.29919820408537,43.53273023464956
28.0,1435.9319686889648,781.3663029670715,1558.828468322754,1182.9591035842896,1473.676643371582,1733.748664855957,862.4267578125,727.7686858177185,417.1918773651123,636.4844655990601,871.7201042175293,352.1340787410736,154.19637529793522,43.61636676488146
29.0,1437.0783233642578,781.417543888092,1562.1181869506836,1175.258674621582,1480.4838180541992,1739.187798500061,861.163215637207,727.6123237609863,411.49234771728516,636.447901725769,869.0166664123535,352.3631179332733,154.1490593938447,43.29744158765523
30.0,1438.2139205932617,781.8942260742188,1561.827621459961,1171.1435651779175,1475.519027709961,1726.3684272766113,858.5452651977539,729.066059589386,407.957067489624,636.4018106460571,866.729679107666,358.74332070350647,153.54594414806144,42.80413455631229
31.0,1439.2671203613281,786.3159441947937,1580.1181411743164,1290.9023523330688,1488.1142807006836,1729.9243927001953,855.7380294799805,730.1021432876587,404.57067489624023,636.2475728988647,866.5642547607422,360.54412364959717,152.56744273969724,42.57885827660216
32.0,1439.3476867675781,789.8019361495972,1579.1225051879883,1214.280309677124,1532.5502014160156,1729.317226409912,850.6371116638184,735.8677768707275,397.72762298583984,635.8632016181946,864.5577049255371,373.7178361415863,156.60707690672407,41.76749470113053
33.0,1439.304428100586,792.3679089546204,1566.3664627075195,1179.1796350479126,1539.6664810180664,1728.6890745162964,848.5329437255859,736.8537139892578,395.06604194641113,636.886796951294,857.9122352600098,386.48847699165344,159.0336560981709,40.845272933807856
34.0,1440.8125305175781,795.5950570106506,1567.3929977416992,1171.4816522598267,1585.741081237793,1757.2839546203613,848.2687568664551,738.4020137786865,391.6732120513916,640.0064420700073,857.9047393798828,385.0820553302765,163.18294896787594,40.82996404331952
35.0,1442.1308898925781,795.6072235107422,1604.6092987060547,1299.9553871154785,1580.3558349609375,1721.3934230804443,847.3029327392578,740.9407567977905,391.95101737976074,639.8486638069153,870.5262565612793,391.91653847694397,158.84968325898032,39.904152380622605
36.0,1448.5337448120117,791.9004321098328,1638.3251953125,1306.0961866378784,1598.1762313842773,1710.6406831741333,847.309513092041,738.3454298973083,394.9108028411865,631.2580847740173,871.0711669921875,390.76419711112976,154.07296787324483,40.11429984638609
37.0,1464.5338439941406,784.6726298332214,1660.4632186889648,1300.9101676940918,1596.7079544067383,1697.3219060897827,849.4001197814941,721.698567867279,397.0447254180908,623.1857085227966,871.2642288208008,367.9497563838959,150.0798840771392,40.576074421212134
38.0,1479.5156478881836,754.4788527488708,1655.028076171875,1163.3151626586914,1591.9904708862305,1682.267246246338,858.9723014831543,684.5964074134827,404.2965602874756,608.5954356193542,871.8426132202148,310.104421377182,149.84042850770584,42.04449807288587
39.0,1488.1084442138672,718.0025911331177,1656.2818908691406,1126.9324350357056,1627.4656677246094,1676.8511581420898,865.913257598877,652.074773311615,422.5074577331543,599.5962166786194,856.3870811462402,262.512726187706,154.64535351973646,44.593580400147786
40.0,1492.3157501220703,698.7770104408264,1651.5315628051758,1100.2346277236938,1616.4174270629883,1659.3646144866943,868.4192276000977,634.0707349777222,422.90431022644043,590.9699749946594,848.7246322631836,240.0053608417511,154.77346926332515,45.02143682551917
41.0,1498.5769271850586,675.8099412918091,1664.7243118286133,1080.2016162872314,1611.7226028442383,1634.1924476623535,875.6308937072754,620.594630241394,434.2331886291504,582.4377822875977,844.7727012634277,213.7680298089981,152.19931987604758,46.86492654384067
42.0,1503.5570526123047,677.4976086616516,1661.3362884521484,1097.0893621444702,1609.2951965332031,1640.9516143798828,898.0032348632812,619.6177053451538,447.1538829803467,583.5615420341492,839.7822189331055,229.12522673606873,153.92633868069683,46.6458614677808
43.0,1511.2474822998047,687.0747685432434,1658.1732559204102,1089.2415189743042,1624.7108459472656,1649.662184715271,913.0742454528809,627.2538256645203,459.8359966278076,606.2389969825745,838.7247848510742,239.89161372184753,156.51391646863553,46.69054660014811
44.0,1514.04052734375,703.0209302902222,1640.1667785644531,1099.799723625183,1623.4880447387695,1711.2896919250488,929.582691192627,660.1354336738586,475.29255867004395,644.2275738716125,856.0609817504883,259.5193165540695,160.80342791261913,47.30039784642076
45.0,1514.5512771606445,709.0169548988342,1665.3778839111328,1221.2449550628662,1620.5834197998047,1712.497844696045,930.4546165466309,669.289276599884,478.27466011047363,664.2527961730957,863.7002563476562,266.579105257988,158.38276702992158,46.53421047625606
46.0,1518.7773513793945,749.7324371337891,1664.5663833618164,1291.748342514038,1617.454605102539,1740.919690132141,942.7044868469238,710.3703331947327,491.132869720459,680.5112957954407,891.0889434814453,323.0756163597107,158.95751541399983,45.56978838285393
47.0,1517.7740478515625,781.861846446991,1663.3720779418945,1321.777582168579,1606.332778930664,1811.112027168274,942.6646041870117,755.0209379196167,494.1592597961426,707.7556300163269,923.0077743530273,384.3636202812195,158.25947122231918,43.03557634795055
48.0,1517.5968933105469,795.2526569366455,1654.933204650879,1202.7211046218872,1588.7311935424805,1788.3019638061523,941.1975860595703,767.5466394424438,500.42123794555664,724.4106030464172,919.9794387817383,392.70620226860046,154.9236222101302,43.91942099257603
49.0,1515.6659317016602,789.6849060058594,1670.8062744140625,1167.6696109771729,1618.4306716918945,1776.5295553207397,940.1986312866211,761.7634963989258,499.3289566040039,720.8008861541748,899.1287612915039,380.8589279651642,152.76813529170968,45.68215767318686
50.0,1505.2316665649414,768.0810642242432,1703.5004425048828,1198.2021188735962,1636.4287948608398,1732.7136754989624,910.3300666809082,754.3307948112488,467.933406829834,728.9943480491638,827.1795272827148,374.8750698566437,148.09995570490634,47.86603080873199
51.0,1476.7827987670898,740.2539610862732,1698.4757995605469,1100.2333402633667,1665.3345108032227,1662.0396995544434,876.0198783874512,750.5999279022217,432.4991512298584,739.5987725257874,773.3932685852051,369.05571699142456,144.9971965301682,48.80728596045335
52.0,1460.6492614746094,738.211727142334,1697.951316833496,1081.1076021194458,1677.5660705566406,1658.6463403701782,840.0889778137207,750.9996843338013,396.0919761657715,772.5231885910034,712.8345680236816,367.94679522514343,143.29320340819297,49.16729447495743
53.0,1456.7278289794922,737.1866512298584,1706.9488906860352,1071.218876838684,1682.4090957641602,1634.4250917434692,831.0028839111328,750.820791721344,383.5023880004883,776.3807415962219,709.028148651123,365.0050449371338,140.66850065509348,48.37605467348279
54.0,1443.1957626342773,741.7476725578308,1707.4934005737305,1086.661319732666,1684.947395324707,1644.3848848342896,824.6839714050293,770.4317736625671,359.1902160644531,825.4905295372009,690.2790069580078,391.88106894493103,140.22314375824985,45.890308811968595
55.0,1416.8363571166992,800.5626583099365,1709.769401550293,1187.1200466156006,1682.7853775024414,1644.400463104248,790.8955764770508,833.7649726867676,315.91212272644043,877.5125527381897,697.5719833374023,470.4415440559387,139.46806860657117,41.58301560337107
56.0,1351.468734741211,849.9015498161316,1706.9365310668945,1114.697699546814,1678.8216018676758,1557.8898239135742,753.9311599731445,887.4975156784058,297.45203018188477,925.8080220222473,685.3590202331543,564.0373992919922,123.05344691623972,38.20591070296481
57.0,1260.7405471801758,886.8841695785522,1475.5229187011719,1199.991946220398,1424.2743301391602,1291.1016511917114,749.4166374206543,927.077329158783,301.640625,968.2665324211121,699.5729827880859,602.5582766532898,116.19361038806005,37.32803703796221
58.0,1306.2064361572266,917.0037245750427,1544.8336029052734,1310.6787729263306,1437.6213455200195,1436.140365600586,764.6371650695801,948.8892245292664,290.0368309020996,994.3597483634949,689.6218299865723,638.8277077674866,108.26244647539289,36.188500143240276
59.0,1303.3836364746094,939.3573188781738,1593.5951614379883,1123.818325996399,1538.3339309692383,1338.2099533081055,754.1552352905273,958.9860033988953,278.6205768585205,993.1994891166687,684.3439292907715,651.0472512245178,107.98655407069262,36.02621669595599
60.0,1320.0377655029297,968.6427283287048,1663.5670852661133,1128.035273551941,1621.8095397949219,1379.7729063034058,744.0728759765625,972.1574306488037,268.4176540374756,1002.4988150596619,659.6488380432129,638.690915107727,105.47229720267885,39.270038613728396
61.0,1326.727294921875,967.1195983886719,1739.0245056152344,1106.9059896469116,1903.8767623901367,1419.5201539993286,741.738395690918,969.065465927124,230.15955448150635,1000.2023077011108,573.5017204284668,635.904335975647,136.5330884973733,43.213275556325165
62.0,1334.3030548095703,964.324779510498,1589.5843505859375,1375.9103965759277,1549.5269393920898,1716.5577220916748,739.833927154541,959.2387318611145,231.71971321105957,1025.9542179107666,513.5369110107422,644.4674277305603,141.4844854438822,46.0653073164642
63.0,1344.6665954589844,971.9005179405212,1589.3657684326172,1394.0852165222168,1545.3384017944336,1798.4958171844482,743.7903785705566,947.592945098877,245.05671501159668,1023.3965492248535,495.7071304321289,638.5011434555054,143.6901191982503,48.28477954755489
64.0,1322.2396087646484,980.2188634872437,1469.2301559448242,1404.8167133331299,1407.971305847168,1720.7686185836792,747.2336196899414,958.093729019165,250.01721382141113,1054.204444885254,487.48151779174805,646.1016011238098,149.9320350225,48.865792073865535
65.0,1219.540672302246,1036.5780186653137,1178.0900573730469,1275.1934051513672,1107.4927139282227,960.5353331565857,749.0817260742188,1008.1872653961182,256.08630180358887,1062.902204990387,483.04698944091797,684.2279362678528,22.50027662901658,52.73034719291517
66.0,1237.8719329833984,1046.1070275306702,1219.1119766235352,1184.4645309448242,1111.0577774047852,886.5164065361023,706.395435333252,1114.0803623199463,256.7830467224121,1071.3271522521973,504.0904426574707,755.5876779556274,27.655409353469707,57.361544845329675
67.0,1242.333984375,1054.244999885559,1284.2509460449219,1283.2168579101562,1180.9318542480469,955.6131148338318,712.804012298584,1081.2161350250244,277.99458503723145,1095.4309844970703,516.5604972839355,772.0733499526978,7.1301024673396345,51.70848252009847
68.0,1252.4347686767578,1062.2913694381714,1335.5698013305664,1241.2829875946045,1315.509910583496,841.6746783256531,719.6967315673828,1071.9710755348206,277.049617767334,1076.8565368652344,524.4165802001953,747.7839303016663,22.039365623113966,52.43512896257071
69.0,1164.5671463012695,1046.5040159225464,1362.4188995361328,1216.9753503799438,1257.0459365844727,893.7848925590515,702.7347564697266,1061.7348647117615,273.8814640045166,1095.0653457641602,477.89154052734375,738.1625461578369,31.19340503581883,55.80308334128315
70.0,1165.2056121826172,1037.1518397331238,1381.4287948608398,1141.2334156036377,1551.2413787841797,852.8560137748718,697.2611618041992,1051.020233631134,274.23291206359863,1083.7277126312256,466.91508293151855,749.326822757721,94.78754693550174,55.62823567516127
71.0,1145.4072189331055,986.2907195091248,1341.434326171875,1402.296895980835,1336.0993194580078,1800.1026964187622,684.8129653930664,1026.716651916504,270.5428218841553,1077.2329258918762,420.129919052124,733.1764698028564,154.00127095956947,59.54946017117752
72.0,1127.911720275879,954.6041321754456,1324.09423828125,1405.75758934021,1296.980094909668,1827.7812910079956,648.3974075317383,980.1009964942932,255.70507049560547,1073.2276368141174,336.9820976257324,731.734836101532,152.82227199920814,63.27120379157074
73.0,1105.4124069213867,946.0234665870667,1322.6054763793945,1368.2543849945068,1257.6540756225586,1732.2884273529053,611.0248947143555,996.2095069885254,194.63541984558105,1110.1588869094849,292.83751487731934,742.3813605308533,142.66264860386377,59.745075793943144
74.0,1068.335838317871,935.9600973129272,1385.2646255493164,1126.2435150146484,1269.770278930664,1431.2489175796509,578.7932395935059,1011.5871906280518,194.36904430389404,1149.7965717315674,300.23088455200195,785.5281472206116,100.24068516636021,54.02066339049662
75.0,1044.7092819213867,932.5467824935913,1390.9576034545898,1082.8147745132446,1286.726188659668,1344.1885328292847,557.9163551330566,1023.0995965003967,181.40374660491943,1177.4988555908203,282.9840660095215,814.6792101860046,91.71904349556513,52.061679317210995
76.0,1070.8415222167969,986.0368967056274,1402.423095703125,1098.2969999313354,1226.2191009521484,1042.737421989441,554.3331527709961,1044.9586129188538,187.8172731399536,1162.9160499572754,296.62917137145996,811.8337941169739,1.2032301066489348,54.94011385073979
78.0,1119.1894912719727,391.83932304382324,1219.764518737793,437.68755555152893,1232.2584915161133,546.9099926948547,955.6960487365723,412.8903615474701,875.8989715576172,456.6883456707001,902.7371406555176,349.40418004989624,121.03210145873979,47.19421652943733
79.0,1125.0628280639648,388.1575083732605,1220.9129333496094,444.16499376296997,1232.533836364746,552.5707626342773,959.3293190002441,403.7118637561798,876.7556190490723,456.9250774383545,902.7359390258789,353.18142771720886,126.41739337038217,43.14160978251505
80.0,1133.214111328125,388.7300419807434,1221.1983489990234,466.5707302093506,1214.2947006225586,571.5834617614746,968.3280944824219,400.8901047706604,879.2632484436035,456.8762183189392,904.2676734924316,354.1862905025482,127.73829245138464,44.1616597904023
81.0,1138.5268020629883,393.08906078338623,1216.7258834838867,492.007759809494,1184.0380096435547,584.367299079895,978.5622024536133,400.6370544433594,882.8518867492676,455.4946768283844,917.4750137329102,354.0419340133667,122.18237530011143,41.336845774992355
82.0,1141.585350036621,409.5804297924042,1211.4746475219727,515.5471050739288,1143.1188583374023,576.9637584686279,989.2855453491211,404.00286197662354,891.1240768432617,452.33067870140076,933.9951324462891,353.3222758769989,98.53275770590523,40.37478726448832
83.0,1142.7350234985352,414.8211336135864,1208.514633178711,517.9714250564575,1139.7046279907227,573.475513458252,989.1730499267578,404.25893783569336,892.3693656921387,451.81817293167114,935.8853530883789,353.28790068626404,96.36470355741932,40.00661588853017
84.0,1145.6783294677734,416.03965044021606,1207.3089981079102,527.4601364135742,1115.328369140625,551.326174736023,996.4866256713867,407.01812624931335,892.7938270568848,442.32402205467224,944.970874786377,350.87973833084106,75.59711059367413,41.488455710289514
85.0,1145.7697677612305,414.49469804763794,1200.0414276123047,519.6227538585663,1092.9438400268555,520.0241839885712,998.5113143920898,404.72886085510254,893.188591003418,433.38801741600037,951.7765617370605,341.90343618392944,62.91001459786207,42.14185952796684
86.0,1145.7964324951172,402.3102378845215,1198.758888244629,510.0511944293976,1086.826400756836,506.1290431022644,999.8241806030273,397.57917523384094,893.8093185424805,431.6816174983978,953.3219718933105,336.22119784355164,61.81571093561983,40.22771099523758
87.0,1144.8286056518555,384.8891615867615,1200.4416275024414,497.1459174156189,1102.1317291259766,516.6119956970215,998.3470916748047,390.7434046268463,894.8807144165039,434.4539701938629,947.6374626159668,337.063969373703,74.84587385972219,38.65314062033316
88.0,1144.0737533569336,379.9815237522125,1203.1891250610352,489.1288697719574,1108.047866821289,519.4380033016205,996.8213653564453,388.12567591667175,895.3243446350098,435.79463481903076,944.6233749389648,336.9207715988159,79.22985926997046,38.34140816338233
89.0,1144.2071914672852,374.7418177127838,1214.2516708374023,474.7463607788086,1138.589973449707,522.0655488967896,996.3622283935547,386.64841175079346,898.9517784118652,436.5731620788574,942.7634239196777,337.7734887599945,87.01416078434602,38.94960383031363
90.0,1145.0968551635742,378.35488200187683,1228.6326599121094,466.3062858581543,1200.278663635254,564.2435216903687,995.4630661010742,391.27599477767944,902.9303741455078,446.3520348072052,937.4380302429199,354.2782473564148,120.32861511345712,38.6935006986582
91.0,1149.8523330688477,382.66159772872925,1242.6222610473633,461.73683166503906,1252.1677780151367,572.8496789932251,998.9092254638672,408.3014667034149,906.8824195861816,454.71643924713135,941.2477684020996,365.4470944404602,135.35373891505387,42.180451137576185
92.0,1152.0383834838867,384.9891972541809,1246.4131164550781,460.8039700984955,1255.7805633544922,574.758403301239,1001.0937881469727,414.339462518692,908.0476570129395,459.83505964279175,941.8343353271484,372.5344669818878,133.4755672588516,42.786127755103415
93.0,1164.770164489746,386.5989089012146,1260.5833053588867,439.36392545700073,1300.2460098266602,550.1955270767212,1014.2581558227539,417.86150336265564,924.1276359558105,458.79289269447327,959.0539169311523,369.120991230011,138.53239681765024,44.29515605988974
94.0,1172.2993469238281,386.2059438228607,1270.649642944336,432.7877712249756,1308.9453506469727,535.5928945541382,1022.098503112793,416.6259276866913,930.0363922119141,454.0833306312561,965.4005813598633,367.1163833141327,135.77447663675528,45.731420824012815
95.0,1175.5858612060547,386.0034906864166,1271.5774154663086,432.89926528930664,1308.2085800170898,531.7357277870178,1025.2569580078125,414.9707365036011,931.7254257202148,452.63262033462524,966.4768981933594,364.7498059272766,136.37330309493407,46.49176202057828
96.0,1181.2526321411133,379.95883226394653,1276.658592224121,434.66646552085876,1306.1048126220703,534.4736409187317,1028.1905364990234,399.30707573890686,937.2348403930664,439.4618046283722,969.6893692016602,351.09764099121094,136.2684962967246,46.01235381338364
97.0,1188.0913925170898,380.9647250175476,1279.2323684692383,441.59177899360657,1285.0022506713867,550.6281781196594,1032.949562072754,393.87235164642334,939.2983818054199,438.6325192451477,965.093879699707,342.0151877403259,126.66098145738508,49.50622828915833
98.0,1191.009292602539,386.10491037368774,1274.3511199951172,472.1610760688782,1270.8258819580078,565.8539414405823,1037.4200820922852,395.03798604011536,945.1475143432617,439.27029490470886,972.1190643310547,343.15285205841064,133.7632326667047,48.71386653574113
99.0,1191.2492752075195,394.87834095954895,1273.8403701782227,500.5284297466278,1201.1908721923828,562.4282670021057,1043.3904647827148,395.57865500450134,949.358081817627,440.2455139160156,985.5113983154297,343.57858300209045,92.41589578812085,44.08581095011156
100.0,1190.8205795288086,398.6804687976837,1270.6626892089844,504.51199293136597,1193.4907150268555,560.7763910293579,1045.3556442260742,396.19473695755005,948.7917137145996,443.5917842388153,983.1437301635742,353.8491690158844,89.06310080509417,42.91050155892764
101.0,1189.6659851074219,400.4343116283417,1243.2124328613281,507.85234093666077,1141.6829681396484,531.3375806808472,1048.9557266235352,396.3559591770172,950.7182693481445,443.23628425598145,997.5906372070312,351.50309443473816,76.52863666018663,37.423451589406476
102.0,1187.827491760254,397.2041380405426,1220.3588104248047,506.1204493045807,1095.446434020996,500.667507648468,1046.7814636230469,394.6493339538574,953.7401962280273,440.929799079895,990.5370712280273,351.46347284317017,70.87046193598677,41.196366348012106
103.0,1184.220199584961,379.88293647766113,1211.3104248046875,502.899352312088,1098.321876525879,476.8955183029175,1045.0133514404297,390.73397397994995,952.5711250305176,433.1160092353821,986.6461944580078,337.69205689430237,64.62006324747266,45.718732567247066
104.0,1178.4643936157227,364.9622046947479,1216.0590362548828,478.76075863838196,1114.1143798828125,484.8936402797699,1044.1898345947266,385.48702597618103,953.3185386657715,433.372278213501,979.240837097168,335.58966636657715,75.16114578036462,47.36505358570701
105.0,1175.8954238891602,361.0406005382538,1216.2281799316406,471.6347301006317,1118.1871032714844,486.56527876853943,1043.1892776489258,382.61727690696716,955.2740478515625,433.182088136673,975.7785415649414,334.5039188861847,78.62247930644389,48.355922761341446
106.0,1171.7531204223633,359.8861348628998,1220.0771713256836,458.99370431900024,1143.3851623535156,496.225962638855,1043.1746292114258,382.2330343723297,953.7095260620117,433.6530089378357,975.4750442504883,335.4433786869049,89.90204890323201,47.61581987396963
107.0,1166.8806838989258,364.22590613365173,1239.697151184082,455.75345635414124,1211.019058227539,543.800196647644,1038.6846542358398,383.62014412879944,953.1405258178711,436.53685569763184,974.4757461547852,337.8214144706726,123.45415903760082,46.06382685769355
108.0,1167.6104736328125,367.8670048713684,1262.0074081420898,452.88615345954895,1261.621971130371,562.1528792381287,1037.9124069213867,391.02365255355835,952.6857948303223,440.8623683452606,975.5540084838867,350.14559626579285,131.80585652788307,45.53326007676517
109.0,1171.0049057006836,371.52310252189636,1275.8593368530273,436.3843882083893,1300.9379196166992,549.3327355384827,1036.6437149047852,397.8593909740448,952.1496391296387,441.0291266441345,981.884880065918,350.715651512146,134.25890859512273,44.71273011820214
110.0,1178.9766311645508,372.0659923553467,1284.1851425170898,428.3917701244354,1315.8856201171875,543.2939672470093,1037.6105117797852,398.8880395889282,952.1568489074707,440.6610417366028,981.2544250488281,348.0618739128113,133.58708595383246,46.50449377938313
111.0,1185.4645156860352,371.65799617767334,1287.2333908081055,431.2899076938629,1319.8236465454102,540.0535583496094,1041.8534088134766,394.49989199638367,958.3935356140137,438.79329085350037,980.2979278564453,345.464004278183,137.04882565002112,48.83617532887209
112.0,1187.289047241211,371.64711713790894,1287.2068405151367,432.43159532546997,1320.2408981323242,536.1549031734467,1043.3922958374023,393.2233428955078,959.337329864502,437.68559217453003,979.5762634277344,341.34902358055115,138.979792717892,50.25818492185447
113.0,1190.7301712036133,371.6061758995056,1282.6482009887695,436.1250615119934,1296.3333892822266,540.946090221405,1046.2104034423828,387.8343880176544,967.2235107421875,436.9517719745636,979.5753479003906,338.69357228279114,132.50402392849415,50.959955470346735
114.0,1195.631332397461,377.4716520309448,1279.1871643066406,460.2678072452545,1252.1642303466797,553.0242705345154,1053.1956481933594,387.5920557975769,971.1568450927734,436.9470405578613,990.5930328369141,338.96416425704956,118.49581418612519,47.748933927807236
115.0,1193.8708877563477,382.5870215892792,1254.7259902954102,480.29216051101685,1169.5404052734375,531.9586193561554,1059.8929595947266,388.86229634284973,976.2981033325195,439.08332347869873,1008.0189514160156,345.4675769805908,89.32101577673302,40.28545854300694
116.0,1192.0914459228516,386.6316747665405,1217.4180221557617,490.4162013530731,1107.732810974121,490.6164014339447,1063.7361145019531,391.96542978286743,979.8041152954102,439.09767866134644,1021.1650085449219,351.7464244365692,76.39069847131282,35.34589470905711
